180****1683,"""862679038018071"""
133****1377,"""A100004E67E1D3"""
180****0402,"""865320030119123"""
181****1549,"""99001008140853"""
189****3369,"""861063043462189"""
181****3444,"""869741035011559"""
153****4796,"""868479024646595"""
189****1230,"""a0000055bd88c1"""
189****1969,"""866011040999831"""
173****1155,"""869902041176311"""
180****2635,"""865411034061658"""
189****9689,"""A0000061E3024B"""
181****9045,"""866035033491381"""
177****9762,"""99000976025714"""
173****2923,"""A000008761F0EB"""
181****3092,"""A00000858C6500"""
150****8972,"""869166034192772"""
180****4740,"""86795503329043"""
189****3213,"""99000864166813"""
153****1770,"""863338040302101"""
189****9021,"""865709034152124"""
177****5938,"""864430037484833"""
177****6122,"""869412039111239"""
189****5598,"""864329031784372"""
177****4521,"""A0000087E94FE9"""
199****7262,"""354765084049865"""
177****1553,"""869902041176311"""
189****0550,0
199****9690,"""99001235899115"""
173****6910,"""865938035133359"""
181****6873,"""A00000723E9C59"""
189****5668,"""A00000455CB421"""
177****5120,"""A0000061689B40"""
180****0007,"""863982030945351"""
181****8555,"""864551035640413"""
177****4636,"""869874037172879"""
153****5511,"""861243042093322"""
180****3892,"""862531033000119"""
186****1865,0
180****2923,"""A0000055815D54"""
189****9396,"""A0000091E24CF4"""
187****9141,"""865578037832432"""
180****5593,"""A100004DD867E6"""
189****4083,"""867821037991974"""
189****2229,"""867011033194480"""
177****1205,"""99001139766727"""
189****2379,"""A0000061F84B54"""
133****6036,"""865214034154121"""
173****9128,"""A100005428CD64"""
133****8106,"""863471035018067"""
181****0803,"""861795033523252"""
177****8722,"""865762030003601"""
173****2666,"""868360037556411"""
181****5630,"""864448034084927"""
133****0786,"""861602037160059"""
133****8189,"""A1000049C19508"""
133****3730,"""869504037748085"""
199****6954,"""863739033717249"""
153****0734,"""866369036020586"""
180****5603,"""a00000595b1653"""
133****6558,"""867471039918458"""
153****7766,"""865551032428803"""
173****0985,"""869698039254777"""
177****2913,"""866445031170558"""
181****5737,"""868741034317537"""
186****5795,0
181****9258,0
189****7930,"""A10000589BA80B"""
133****8306,"""863209038620004"""
133****2555,"""861025045005779"""
177****2572,"""867054030023518"""
189****7009,"""863895031253338"""
158****1315,"""A1000050C2EDB0"""
180****3151,"""861076038166334"""
189****3753,0
153****9130,"""A1000053FDA78B"""
181****0828,"""862607034895549"""
177****7603,"""865767039802895"""
173****2948,"""A0000063E41763"""
177****1350,0
133****3379,"""864431033166895"""
153****5968,"""861443039236419"""
199****6516,"""862975036742690"""
189****5195,"""A10000525612CE"""
173****1155,"""A000007185D190"""
181****4680,"""867789028574366"""
153****1988,"""863793034211686"""
180****8128,"""866447031428952"""
152****6588,0
180****2690,"""99001020499998"""
180****5506,"""A0000071D4DFB5"""
133****0595,0
133****7816,"""A0000074440FB4"""
181****1554,0
177****9077,"""864699037032079"""
153****9088,"""356156072754229"""
189****2699,"""867556036234337"""
199****1324,"""A00000641D159D"""
136****0312,"""000000000000000"""
133****1068,"""863295038611457"""
153****1754,"""A000006EBD8C26"""
133****1481,"""863952036900932"""
177****0899,"""A0000071CDF163"""
189****7659,"""A000008D637B08"""
189****1818,"""358811070929003"""
177****1168,0
189****1234,"""A0000088BC8A53"""
189****3396,"""866228045675360"""
151****7902,"""865499032960625"""
133****8181,0
153****5977,"""861414035092635"""
181****7109,0
199****6735,"""867478033901398"""
180****0044,"""865499032364760"""
173****3080,0
181****7899,0
177****3013,"""869949028186581"""
189****0652,"""357058091429958"""
189****9514,0
177****1897,"""868741031247570"""
153****3651,"""863065036847944"""
189****8484,0
155****4442,"""862005030491480"""
153****1810,"""865297032114817"""
133****7687,"""864313034550774"""
153****0525,0
133****2424,"""860191030409763"""
189****0141,"""868286031008572"""
136****0677,"""A100005C4CF71F"""
131****2324,"""868148069146478"""
181****1486,"""861063043462189"""
189****5037,0
181****9926,"""869754031514898"""
136****0312,"""862490034184473"""
182****2715,"""860716038276739"""
180****9878,"""352709081710121"""
136****1729,"""862155034235068"""
177****0680,"""862183030189436"""
177****8055,"""865159043369212"""
133****1659,0
138****9008,0
181****2317,"""865982026375462"""
177****3759,0
133****1341,"""A000007080F241"""
189****6518,0
173****9392,0
133****1498,0
182****3303,"""A0000088B7E5EA"""
153****9551,0
177****8722,"""867011033194480"""
181****1106,"""869709022623918"""
133****7903,0
189****5546,"""A100004DD867E6"""
151****8744,"""865709032669277"""
153****7528,"""869234039042473"""
181****0915,"""868990048872371"""
180****1713,"""864621039502941"""
177****5558,0
199****3717,"""863166015869444"""
177****4357,"""867168020734288"""
177****8161,0
199****8583,"""863192036881960"""
133****9419,"""866229038924427"""
189****3181,"""352713095408037"""
189****9384,"""863858034592110"""
180****7986,0
189****5119,"""99001013259117"""
153****9539,"""864426030431805"""
153****0117,"""865411037176198"""
138****2017,0
177****4868,0
133****8606,"""A00000723A103B"""
173****1747,0
153****9669,"""860440038860273"""
189****0654,"""A0000070394FEC"""
177****2203,"""869172030772146"""
181****5269,"""862827039269660"""
153****5303,"""860477045337713"""
189****6486,"""A0000071D5D18D"""
153****9340,"""864751034377492"""
133****5176,"""867960036372602"""
189****1497,"""869315027045758"""
178****0578,"""861063049274356"""
177****6787,"""A000008A05CAA5"""
177****4163,"""865632032344750"""
153****8232,"""A0000059A87F57"""
133****6001,"""869573034558318"""
189****3302,"""863455034210262"""
181****3695,"""862911039632869"""
180****1690,"""862455037866111"""
199****3786,"""866320036942311"""
133****8856,"""863504035609962"""
180****2915,0
189****3302,"""356156072754229"""
189****5051,"""863239043470673"""
189****9199,"""869146023788368"""
133****5382,"""867928044114316"""
180****3999,"""862841034153761"""
181****2635,"""867771035557279"""
180****8586,"""A0000074BD5AB8"""
133****1863,"""869701030588225"""
173****6263,"""865629038976379"""
189****5287,"""868030024317099"""
180****0399,"""359583073858369"""
177****8683,"""861483030042531"""
177****6841,"""864373033453362"""
181****2265,"""866198034140066"""
177****7507,"""A0000072966114"""
199****3806,"""869459043378759"""
189****2052,"""863100034318125"""
181****3936,0
153****3607,"""867779038262383"""
199****2360,"""867830026378259"""
133****7335,"""862946033608895"""
181****1632,"""868902031078692"""
181****8882,"""862263036438712"""
181****0007,"""869496039685854"""
181****3615,"""867707022576336"""
173****7793,"""A0000087969C05"""
181****4201,"""A00000639541BC"""
189****5356,"""868512033335451"""
133****0006,"""a000005e3977f6"""
177****8082,"""359942075981183"""
180****5901,"""863687049226574"""
186****8822,0
153****3167,"""868144036817630"""
189****2705,"""867499035340591"""
177****5559,0
177****4225,"""865810037638703"""
189****4549,"""865810036515357"""
181****7655,"""A0000064C90E6F"""
199****6859,"""A0000055FBF310"""
153****7085,"""867478033631953"""
177****4245,"""A100004C1C8FBF"""
189****7122,"""864277039653943"""
133****0180,"""869071035513374"""
199****0933,"""867092037949228"""
133****4489,"""A100005540C82B"""
133****3845,"""866655031390739"""
180****7185,"""A000006EB8F9E9"""
177****4689,"""A0000061A973AD"""
180****0199,"""866356037608972"""
133****5885,"""865773034170569"""
133****0465,0
153****7555,0
153****2932,"""861945038143651"""
180****1725,"""869499030820397"""
133****6921,0
199****1633,"""A000007829E941"""
153****2266,"""352709084565589"""
181****8678,"""866847039933137"""
180****1211,0
151****9540,"""866936034232700"""
181****1440,0
189****3297,"""867676038749916"""
189****1802,"""A00000597824A3"""
177****8036,"""869598024790035"""
177****7068,"""866146037524885"""
133****8416,0
180****8599,0
133****4626,0
173****8861,"""868808026354727"""
180****2370,"""862770037143067"""
133****3719,"""A0000072D7EC00"""
173****3961,"""99001237576534"""
133****5185,"""867169030879980"""
180****5448,"""A0000087C2FC24"""
181****6006,"""865422030487763"""
189****7003,0
173****7663,"""A10000558FA91B"""
133****7773,0
133****9112,"""863049030288156"""
189****9161,0
153****3680,0
153****8093,"""A1000054436973"""
189****8555,0
189****8459,"""862635032993875"""
173****5003,"""862603033661016"""
133****1896,"""A000008527C6A9"""
180****0813,0
177****6263,"""864431035934134"""
173****5089,"""A100004C151135"""
133****8028,"""861942040037393"""
180****8282,0
199****6018,"""867928047684752"""
133****5666,"""866217034205768"""
181****6269,"""867192031220731"""
189****2524,"""869498039691395"""
133****6908,"""866228046141297"""
180****2568,"""a0000055c87644"""
189****8566,"""867551037057969"""
189****9963,"""867177030624660"""
189****0280,"""867237035733682"""
199****7896,"""864447033787670"""
173****8896,"""865583035015006"""
133****0955,"""A10000568F7946"""
133****8873,"""864241036340011"""
186****5658,"""A000008A6B5A8F"""
189****3622,"""866090033870555"""
177****0170,"""862263039024436"""
180****2569,"""99000860012933"""
189****8499,"""869902047433377"""
180****1806,"""865360038020998"""
180****0657,"""A000008817A8FE"""
181****9156,"""866363029061723"""
177****9844,"""860074450508662"""
188****5086,"""865582037463644"""
133****8234,"""A0000089E8B738"""
153****5035,"""860635037828854"""
180****3876,"""A100004C1C9066"""
133****5051,"""A000008798A2EB"""
133****7611,"""869346030516626"""
189****0160,0
133****8972,"""864411031585296"""
180****8080,0
180****8710,"""860391042094690"""
189****7087,0
177****1553,"""864411031585296"""
180****7639,"""a0000055418550"""
181****8802,"""A000006AFC047C"""
199****4167,"""a1000023220112"""
189****2656,"""867927036616213"""
189****2229,"""99001237576534"""
133****3162,"""A0000056401755"""
180****1801,"""357404070585420"""
187****5683,"""866042039485813"""
189****5891,"""868133031075930"""
189****5546,"""862538034051595"""
181****6822,"""869157022970055"""
189****9527,"""869379033479922"""
180****6368,"""868663033734977"""
133****5424,"""865581034612229"""
181****6869,"""A0000071D3C710"""
189****8663,"""862859035332069"""
133****5778,"""864248036455905"""
133****5622,"""868490049518230"""
173****6919,"""868512038279571"""
189****4151,"""867788049022389"""
133****7638,"""860268034643181"""
177****5472,"""869334027733156"""
181****9370,0
153****2111,"""A000007804B4AA"""
153****3150,0
189****2788,0
153****0189,"""869809035519317"""
133****5701,"""A000005E60DF15"""
177****1017,"""863064031390349"""
153****5528,0
153****5031,0
133****5131,0
180****0909,0
133****0191,"""866273032523173"""
173****8975,"""867910023750187"""
189****6216,"""867614041206434"""
187****6983,"""867677032843259"""
153****5186,"""A000004FFDABD6"""
133****0422,"""A10000525775A5"""
199****7171,"""865861040540915"""
133****4313,"""863845034133375"""
189****6096,"""868047038468635"""
189****8308,"""867665041363336"""
189****2781,0
133****2741,0
189****9262,"""862585032306505"""
199****3508,"""869381036471161"""
189****8065,"""a0000055531b29"""
180****2476,"""867367031572154"""
181****1171,"""862504039551955"""
153****5586,"""864398042722838"""
199****3232,"""A0000087EA3475"""
173****9240,"""A0000088A46E7F"""
180****4912,"""860758042663437"""
135****0760,"""867442035858352"""
153****8120,"""867665046310829"""
153****8789,"""A0000064231A26"""
153****2297,"""99001217973437"""
153****5648,"""A00000786167B7"""
181****2584,"""867163032702175"""
189****1229,"""862552039765794"""
180****4147,"""868454036747632"""
177****5300,"""99000982637819"""
133****0218,"""863295035939448"""
181****1533,0
173****1237,0
135****5090,0
153****7083,"""864370032924823"""
152****7207,"""861414037038313"""
189****0119,"""A0000056A41DC1"""
180****1979,"""99000474193474"""
180****3852,"""355757019216205"""
177****6991,0
151****6493,0
153****9609,"""99000829375829"""
189****5402,"""A1000059DA409B"""
133****7508,"""35460207793497"""
180****4880,"""A00000740C9EBF"""
153****1744,"""863184039698293"""
199****7470,"""860827027682017"""
173****2968,"""865906043623596"""
182****3069,"""99001203067058"""
180****6566,0
189****9555,"""868859042394775"""
189****7176,"""866620032397109"""
181****1670,0
180****1619,0
133****9712,"""A0000070FE762E"""
133****5909,"""A100005A4EE843"""
189****5712,"""863293033177632"""
181****1010,"""867778039221653"""
180****9816,"""865032035492443"""
153****6605,"""863708036124380"""
139****2913,"""863673046368692"""
199****4633,"""99000847874517"""
153****6603,"""866789020929288"""
189****5999,"""863008041137331"""
153****2980,"""864769042278874"""
199****1258,"""867295038784755"""
180****1690,"""862552039765794"""
183****1744,"""863542045128094"""
181****1498,"""867177037685904"""
133****0077,0
133****6866,"""867899024877422"""
180****9886,"""354763080433399"""
153****1316,"""A000008A18BA62"""
177****0751,"""867677030224171"""
189****2698,"""864751034727746"""
177****0876,"""A0000070E31141"""
153****0198,"""866049034808568"""
181****4698,"""A000008A75E145"""
139****2812,"""861247035358576"""
133****3210,0
133****3393,"""99000939996595"""
177****3637,"""A10000546E3F60"""
180****0788,"""869885038112417"""
189****6266,"""A00000647608EE"""
189****2470,"""861262031175098"""
136****7281,"""866371033033869"""
181****0695,"""866318035195147"""
177****2337,"""866657036550390"""
189****1028,"""869381035196280"""
189****2351,"""A100004EC497C6"""
153****3339,"""868510037982930"""
180****3937,0
177****7897,"""861744039560652"""
180****6928,"""863264034649457"""
189****8078,"""867252037130910"""
177****8315,"""A1000058A80074"""
181****2373,"""865032036887518"""
133****4916,"""358695072492056"""
133****1951,"""862209030268233"""
173****7207,"""A00000869103DE"""
153****0806,0
158****9102,0
173****6797,"""866570032349750"""
151****0536,"""864131030041964"""
181****2155,"""A100004E5970AC"""
181****2155,"""A00000688BD47D"""
199****9098,"""866402033219776"""
180****9069,"""A0000087DB43FE"""
189****1185,"""869718028768692"""
181****0184,"""863684039137333"""
181****1338,"""A100004238B8D6"""
180****0813,"""A00000793B9D8D"""
138****3780,"""869497034565133"""
189****7765,"""865216030462093"""
177****3557,"""A100004E1C421E"""
180****4476,"""865767034892784"""
199****2530,"""866952038534876"""
199****8955,"""358811076240017"""
153****1782,"""868407034294775"""
133****9913,"""864621030528531"""
180****7799,"""869813045017999"""
189****4280,"""A00000688BD47D"""
180****3773,"""A00000639678A3"""
189****8895,"""99001123091101"""
177****3722,0
133****1965,"""869410022014188"""
189****0598,"""869700036767635"""
181****8177,"""864692038020490"""
180****7213,"""864168034296897"""
177****6644,"""354765084150762"""
180****0077,"""869166031503534"""
181****4883,"""868577035478518"""
189****1665,"""868990043720393"""
133****7228,"""869759032071418"""
133****4445,"""863116035039551"""
135****3113,"""869698030732250"""
133****7389,"""352713097032736"""
189****0960,"""A0000059637DED"""
180****3686,"""A00000911D4072"""
189****8174,"""866840039357852"""
189****7660,"""860477043497477"""
173****3040,"""867772035265491"""
186****8007,"""864904031756099"""
133****5577,"""861942040499346"""
189****6767,"""864225038940159"""
189****0823,0
136****6936,0
199****2382,"""359583075715203"""
189****6592,"""869166037034070"""
173****8172,"""A00000710930F6"""
181****6340,"""869782027166431"""
181****5552,"""869498031061019"""
180****7105,"""869014036700632"""
137****2124,"""865032032978733"""
180****9081,"""866348044976831"""
189****4422,"""866953036531484"""
133****2922,"""A0000072F4E5D5"""
153****6811,"""869019032544017"""
180****6958,"""863600039746378"""
183****2375,"""862505032866365"""
133****0998,"""862770037075731"""
133****5428,"""866198039677690"""
189****0972,"""A0000064419A2B"""
177****1674,"""867779034435082"""
177****4430,"""A0000073701B27"""
133****0601,"""A10000545866B0"""
133****2848,"""869615047299537"""
189****9567,"""A10000524CEF47"""
189****6813,"""869756039915431"""
133****8855,"""864646030566454"""
153****7136,"""869622031140339"""
177****2055,"""861317027919840"""
180****2815,"""A000005F26AC92"""
177****8566,"""867368035100661"""
189****0323,"""864426038683498"""
180****5181,"""869156045518776"""
133****1028,"""867540037972046"""
189****1206,"""868548035721900"""
189****1661,0
180****0449,"""864181021180743"""
158****1837,0
131****0131,"""99001217188934"""
199****8808,0
155****7586,"""869435033992999"""
133****1006,"""866192027667730"""
153****6060,"""869233033515252"""
173****3911,"""A0000088371010"""
181****7235,"""869718038621238"""
153****1325,"""861958033699759"""
153****6326,"""A1000050C003F6"""
153****1518,"""A00000747C2699"""
180****2833,"""862965039116430"""
133****8581,"""866763032438265"""
133****5384,0
133****6007,"""A0000087F3B558"""
189****4219,0
177****6657,"""a00000552af9eb"""
153****8721,"""865773031646785"""
180****6705,0
133****8323,"""99000866089224"""
133****0888,0
133****8990,"""866228035619394"""
153****9861,"""863049039054211"""
180****0852,0
153****3855,0
199****3344,"""868615024409522"""
180****8567,"""865809036575007"""
133****6595,0
173****2236,"""864751038232800"""
181****4415,0
180****8621,"""99000812127909"""
180****3915,"""a000004ffa6a88"""
153****8149,"""861414031468839"""
181****8115,"""861837039135341"""
155****7933,"""865968033047541"""
199****8528,"""A0000078386AC3"""
177****1077,"""860983031021062"""
189****6661,0
185****6267,0
188****3257,"""862668032784499"""
181****2591,0
181****6956,"""862380037405670"""
153****9393,"""A00000487A6FCA"""
180****4385,"""866044038830700"""
136****3207,"""863125039803961"""
136****3226,"""862471037023538"""
170****0488,"""866624033148842"""
173****7218,"""866533032165774"""
189****9326,"""867392034440761"""
189****2022,0
133****5675,"""862119035214563"""
181****3818,0
173****3190,"""A000005E4A11AC"""
189****5254,"""861918035918532"""
199****8583,"""A1000087813144"""
180****4613,"""864295036959758"""
177****3015,"""A000008D3DF6AB"""
180****0343,"""865918031375998"""
173****4650,"""864325033453339"""
199****3818,"""867471039014811"""
177****6363,"""A00000713755CF"""
133****5362,"""863064030626081"""
189****0880,0
180****6243,"""868904035897671"""
189****6151,"""860778036350718"""
153****8171,"""869751034739613"""
189****1980,"""A0000055D28A6C"""
180****0299,0
181****3029,"""A00000568A95A1"""
133****2226,"""a000004fde85bf"""
183****1328,"""A0000073892AC4"""
177****8884,"""869756034065091"""
181****5120,"""866615031492992"""
187****4208,"""A100004C078913"""
133****0082,"""869552028768273"""
173****4138,"""869381039107507"""
183****4531,"""000010898405120"""
180****9238,0
199****5352,"""864163030750393"""
199****8373,0
173****6583,"""868918038327379"""
173****5868,0
199****8762,"""866792038454638"""
180****6303,"""868787038450667"""
180****8838,"""A100005154D0F5"""
189****1370,"""869989029517202"""
181****2264,"""A1000050041DFA"""
133****1984,"""861958034901980"""
138****2008,"""868889040994359"""
189****5700,"""862813034861172"""
181****1568,"""A00000636C0B79"""
189****2208,0
133****9065,0
180****9771,0
189****9022,"""A1000053E2BE85"""
137****0899,"""865730038440513"""
180****7712,"""A1000055925541"""
181****4503,"""A000008A262FA0"""
189****0799,0
180****0593,0
189****7787,"""862052031936246"""
180****6878,"""A1000059D4E580"""
180****2429,"""A0000055F9DFB9"""
177****0825,"""A100005C47A362"""
181****1897,"""867779038966082"""
177****9461,"""862791033255887"""
189****0047,0
180****3581,0
181****8599,"""359583079086197"""
133****5978,"""A100004C378B4F"""
189****0779,"""866372030109892"""
153****7889,0
133****5684,0
133****6969,"""869231027397083"""
181****2202,"""865939039994515"""
189****7441,0
133****4999,"""868853026103047"""
189****7018,"""864664031914557"""
189****5618,0
138****4440,"""866202042906698"""
173****6192,0
133****9351,"""865130032405598"""
153****0312,0
189****1519,"""867420032372312"""
153****5959,0
173****4448,"""A000008953F289"""
189****2093,"""A0000088ADCBC8"""
181****0916,"""866174034608238"""
181****8827,"""869906020659445"""
131****5238,"""869067036081932"""
189****5044,"""865970036725503"""
133****2721,"""A1000054207A63"""
189****7553,"""A0000059435CEC"""
189****6009,"""869622034078890"""
189****5589,"""867305039271528"""
189****2006,"""868375030517475"""
199****5350,"""865441032548901"""
153****5767,"""862209032827226"""
183****9996,"""860172047219510"""
153****6010,"""869171030410111"""
181****8442,"""865045035095172"""
189****0188,"""866938035815053"""
199****6158,"""867918026571641"""
153****8920,"""868035036162169"""
199****1554,"""869707034866657"""
181****1816,"""869709024479467"""
180****1818,"""862668033341208"""
189****7822,"""860077032789999"""
180****2302,"""861262032351334"""
189****5969,"""A100005584E8C9"""
131****5238,"""A1000054207A63"""
153****9556,"""865305036819388"""
180****1798,"""A000008ABA225B"""
181****1869,"""863979037494318"""
188****5476,"""866472035453756"""
181****4994,"""866158039335699"""
137****1725,"""865830035583453"""
133****8866,0
189****7976,"""867180039383148"""
153****2933,"""861065034209164"""
189****7272,"""869245035991786"""
180****4988,"""862187035838400"""
181****9583,"""869839038486644"""
180****3332,"""866822034505305"""
189****0186,"""862860031077179"""
180****7756,"""354730085496549"""
133****2186,"""99001011437287"""
189****9894,"""A0000070A717BD"""
133****9073,"""A0000087AA625F"""
199****5586,"""862950038034271"""
153****0068,"""862918032897589"""
177****3256,"""864640035028610"""
189****0896,"""866348046914939"""
180****5667,"""866953034516206"""
133****9839,0
133****7834,"""863912039744992"""
199****0029,"""869232032384652"""
133****2113,"""A00000862AD674"""
153****6685,"""869497030712176"""
133****0958,"""869454037379202"""
158****7686,"""A1000053E54C55"""
199****4988,"""A00000740ED59E"""
189****7582,"""869095034194829"""
133****4777,0
138****6473,"""861025045005779"""
180****4059,"""A1000053F666C4"""
189****5306,"""A00000891FBEA4"""
181****2280,"""99001123149629"""
133****9876,"""A000006EA0BDA5"""
181****0110,"""860219047700666"""
181****2302,"""867300035480603"""
189****8757,"""99001214621658"""
180****6474,"""866351031829930"""
177****9153,"""864398040266077"""
133****2656,"""869714038064891"""
181****1799,"""99000619993584"""
189****7485,"""865045039481659"""
173****0876,"""869620032758083"""
199****9247,"""866937036371819"""
180****9658,"""A0000085E69DFA"""
173****1928,"""863054039795698"""
133****0547,"""862244030473194"""
138****5260,"""A000008780FC05"""
138****2518,"""860525047980573"""
189****6541,"""866294032172241"""
180****6508,"""868415032653249"""
180****8849,"""86909603621085"""
189****2829,"""864458033482394"""
180****4290,"""865786044375309"""
133****9913,"""866174034608238"""
177****5031,"""866016034560333"""
173****8009,0
199****8059,"""867308031958639"""
133****1788,"""862337034347388"""
181****1509,"""A000008A0290BC"""
181****1900,"""A00000865F4006"""
177****7162,"""862471032141772"""
189****1351,"""A00000625784E4"""
189****1137,"""868860037061478"""
189****5278,"""A00000758F92C1"""
133****0972,"""863679048892498"""
153****6689,"""869402031614199"""
199****1822,"""863396037664354"""
153****6010,"""863054030245313"""
177****3386,"""a000005976652a"""
189****5612,0
132****4773,"""868038030614730"""
189****2802,"""864242034661457"""
189****0722,"""A000008578EBDD"""
189****4369,"""A0000088BB3B25"""
173****1383,"""868382038206655"""
153****8128,"""A000008877A946"""
153****3440,0
133****3359,"""868518037778455"""
181****7792,"""A1000055D8BE63"""
181****6566,"""A000007418A138"""
183****8230,"""866177036558194"""
180****6147,0
189****5588,0
177****2580,"""A00000870113BC"""
173****8848,"""99001113549388"""
189****2626,0
153****5986,"""353952072970317"""
177****9456,"""864035036745561"""
189****1777,"""864682036718856"""
181****8689,"""868823031340090"""
180****8181,"""869718026319670"""
133****9727,0
189****3612,"""99001148559117"""
181****4416,"""A0000061B0DC29"""
189****2273,0
180****2037,"""A0000071BF275E"""
189****6009,"""86999403201862"""
189****5761,"""866655030239796"""
180****5091,"""A000006EA05E77"""
180****4499,"""864429033469251"""
133****5903,0
189****5367,"""864467043224035"""
153****6113,"""864740039933177"""
133****7556,0
189****7778,"""A000008A422FA3"""
180****8806,"""868217031553614"""
189****3886,"""867667037390133"""
181****4013,0
153****9801,"""864274038606204"""
133****2221,"""869410027219378"""
180****6192,"""863116033790361"""
133****1180,"""351952080251116"""
138****2553,"""990007182663960"""
177****9305,"""863092037186163"""
182****3642,"""867477037953314"""
189****0422,0
173****2703,"""A0000089B17258"""
189****8898,"""99001021749355"""
133****5751,"""863678037740270"""
180****0209,"""866402030665310"""
133****0883,"""863330030432071"""
180****4419,"""861543035795555"""
173****4518,"""A00000710B7F78"""
177****8099,"""A000006EA29238"""
189****5141,"""864692038462577"""
180****3237,0
153****7793,"""A000008A9C40DA"""
180****1166,"""865360031935895"""
199****2333,"""868632032945793"""
180****0202,0
173****5695,"""863668049187339"""
180****8969,"""867551036142283"""
153****0368,"""A100005245F841"""
153****4799,"""862521035420761"""
180****4326,"""863883039544387"""
134****4840,"""865861047423719"""
151****1172,"""862783033126952"""
189****6130,0
189****0246,"""861492037667034"""
153****7169,"""866342033817775"""
199****8921,"""867391034797428"""
180****8611,"""A0000073D7AD06"""
133****0012,"""867926031463712"""
180****5088,"""A1000050C09ABA"""
173****6311,"""353280081046105"""
153****9662,0
177****0180,"""869435034316768"""
153****8500,"""864552039791814"""
187****0373,"""A0000064169714"""
180****6832,"""866356030273196"""
199****6629,"""868648039511099"""
133****6163,"""869902043767737"""
189****8712,"""868453039678398"""
189****6355,"""865763031849034"""
189****8896,0
133****5185,"""860076036193034"""
180****5550,"""A00000715EFD44"""
133****0652,"""862018030029697"""
136****8014,"""86690603264300"""
181****3841,0
181****6531,"""869541026335599"""
177****9363,"""863738029600013"""
133****3767,0
133****8963,0
173****8488,"""863055032809253"""
181****8218,"""863336031860251"""
133****1473,"""A000008675E862"""
180****5023,"""861599032183997"""
189****7398,"""863336037350091"""
189****4895,"""359596067874010"""
189****8992,"""867620025632529"""
133****9166,"""865861048068596"""
153****3988,"""865582037749539"""
153****5166,"""868375038950181"""
153****7018,"""866350031543426"""
180****2892,"""865552039179266"""
189****3539,"""861594045168234"""
181****7618,"""863272039166351"""
133****3725,"""866273037426364"""
189****3012,"""863687045424959"""
189****7486,"""866150035502661"""
189****8507,"""868404023154854"""
137****4960,"""868058037417853"""
180****8898,"""869902044797873"""
180****8247,"""866636036036410"""
189****8296,"""869014033013575"""
189****3253,"""866936036977054"""
189****0720,"""864032030607079"""
153****1113,"""A000005570873A"""
133****6413,"""863883037712192"""
133****3810,"""869782023585196"""
181****9222,"""868064038459258"""
136****6739,"""865741049618732"""
133****7522,"""863999037740270"""
133****7848,"""867349043615015"""
133****7875,"""868741039648613"""
177****8228,"""864326034331151"""
153****1443,"""865280031480793"""
189****3730,"""868035034004942"""
189****3665,"""867557032360910"""
153****3456,"""A10000542B9639"""
177****8170,"""865633030299855"""
189****5211,"""862561036982740"""
153****2017,"""867710036997647"""
173****5621,0
173****3621,"""869677032343761"""
180****5066,"""a000004fe6476a"""
159****3397,"""860360040134774"""
153****1039,"""864552032618618"""
180****1038,"""868049035146057"""
133****2030,"""99000982154994"""
153****5735,"""867229032670421"""
180****8303,"""862337030682705"""
181****2221,"""867367038962192"""
189****1181,"""867180035700154"""
180****4156,"""862078044237967"""
189****9203,"""868035039118168"""
177****8612,"""860261631510713"""
177****5677,0
153****9385,"""A00000732DECC5"""
189****9150,"""A000008878C1F5"""
181****9830,0
183****3619,"""862546037497921"""
180****8172,"""864621038355580"""
135****2030,"""869834029594746"""
189****9053,"""868740038666410"""
153****1159,"""A000006169E54B"""
153****2440,"""863295032699045"""
181****2750,0
153****2306,"""866656034988933"""
133****8080,"""869111047484253"""
177****4660,"""866145038506875"""
189****8635,"""862668032530256"""
180****1150,"""863793033186897"""
153****7730,"""862263034127499"""
177****8888,"""862455039259398"""
177****6000,"""869285036680327"""
189****1273,"""A100005097A397"""
199****3035,"""99000715403468"""
199****2237,"""A100004E10BC5C"""
133****8991,"""864566032855657"""
180****1115,"""99000945340298"""
189****3539,"""866135033814994"""
180****0250,"""A100005B84E412"""
177****9111,"""866919030087195"""
177****1186,"""863673040988859"""
173****5481,"""866123036089855"""
181****3689,"""A000004F8A4691"""
153****3957,"""867918028972805"""
177****6960,"""862976036485892"""
133****7725,"""A00000480DE116"""
173****1719,"""862823031995808"""
153****8137,"""864821031802006"""
151****2889,"""A0000070C1329A"""
177****9925,"""866568034352251"""
153****0599,"""A00000890A0014"""
177****4711,"""99001062633605"""
153****8830,"""A0000055622B05"""
189****0569,"""869615044328651"""
133****7027,"""864600030038196"""
153****2712,0
139****2005,"""A100004C79599F"""
189****5991,"""867821034993031"""
175****9712,"""869494036491418"""
153****9767,"""A100004566F80F"""
189****6616,"""99001140786488"""
189****1226,"""868039030364912"""
133****9665,"""867918024462660"""
181****4236,"""867899030146523"""
177****4211,"""865729034825156"""
180****1966,"""860121037210484"""
180****6667,0
180****8557,0
173****3705,"""868619030269698"""
180****6199,"""862771031530275"""
133****0381,"""866432034947661"""
133****9747,"""863969030938106"""
177****3731,"""356645090584899"""
153****3211,"""868452037586876"""
133****0708,"""868361032662592"""
135****7327,"""864097031029078"""
181****9916,0
189****0320,"""A0000059333F4E"""
181****4442,"""A00000614B22C5"""
189****8089,"""867536032249075"""
189****7783,"""862770031255578"""
189****9802,"""A0000073D2F1DE"""
