imei,count
"""A100000D280136""",1
"""A1000013a203e2""",1
"""A1000030da4d71""",1
"""A1000037D43823""",1
"""A1000037c60205""",1
"""A100003A021222""",1
"""A100003A3B3C4F""",1
"""A100003A3B685F""",1
"""A100003A5092E4""",1
"""A100003A550CBB""",1
"""A100003A570827""",1
"""A1000041FD5AF5""",1
"""A100004238B8D6""",1
"""A1000045655BAE""",1
"""A100004566F80F""",1
"""A1000048005029""",1
"""A100004811D086""",1
"""A10000481A0B98""",1
"""A1000049281AD2""",1
"""A1000049C19508""",1
"""A1000049F49586""",1
"""A1000049FD7BB1""",1
"""A100004C020299""",1
"""A100004C04FCF1""",1
"""A100004C078913""",1
"""A100004C151135""",1
"""A100004C193AD6""",1
"""A100004C1C8FBF""",1
"""A100004C1C9066""",1
"""A100004C1F5AF8""",1
"""A100004C378B4F""",1
"""A100004C636A05""",1
"""A100004C6660DD""",1
"""A100004C79599F""",1
"""A100004DA5062D""",1
"""A100004DAA89D5""",1
"""A100004DD867E6""",2
"""A100004DDC78C2""",1
"""A100004DE212B9""",1
"""A100004DFF1273""",1
"""A100004E07D107""",1
"""A100004E09F31A""",1
"""A100004E10BC5C""",1
"""A100004E1BFB9C""",1
"""A100004E1C421E""",1
"""A100004E463EB6""",1
"""A100004E4772B6""",1
"""A100004E592161""",1
"""A100004E5970AC""",1
"""A100004E676063""",1
"""A100004E67E1D3""",1
"""A100004E6E93C5""",1
"""A100004E702C19""",1
"""A100004EB1680A""",1
"""A100004EC497C6""",1
"""A1000050041DFA""",1
"""A10000507D18EE""",1
"""A100005097A397""",1
"""A1000050A0E17C""",1
"""A1000050B88453""",1
"""A1000050B97014""",1
"""A1000050C003F6""",1
"""A1000050C09ABA""",1
"""A1000050C2EDB0""",1
"""A1000050C86101""",1
"""A1000050C93B76""",1
"""A1000050E2637F""",1
"""A1000050E7ECAB""",1
"""A1000050FDE8C1""",1
"""A100005132881D""",1
"""A1000051525641""",1
"""A100005154D0F5""",1
"""A100005245F841""",1
"""A10000524CEF47""",1
"""A10000525612CE""",1
"""A10000525775A5""",1
"""A100005258C079""",1
"""A1000052B464B9""",1
"""A1000052B5AAB1""",1
"""A1000052B9BD6A""",1
"""A1000052BB6760""",1
"""A1000053E2BE85""",1
"""A1000053E54C55""",1
"""A1000053F666C4""",1
"""A1000053FDA78B""",1
"""A1000054207A63""",2
"""A100005428CD64""",1
"""A10000542B9639""",1
"""A10000543813BC""",1
"""A10000543B7020""",1
"""A1000054436973""",1
"""A10000545266EC""",1
"""A10000545866B0""",1
"""A1000054588626""",1
"""A10000546E3F60""",1
"""A1000054757ABC""",1
"""A10000547F96D2""",1
"""A10000549B9E0C""",1
"""A100005540C82B""",1
"""A100005555198A""",2
"""A100005558C762""",1
"""A10000555A76E4""",1
"""A100005560DFDB""",1
"""A100005569D6FF""",1
"""A1000055803A64""",1
"""A100005584AD1E""",1
"""A100005584E8C9""",1
"""A10000558FA91B""",1
"""A1000055925541""",1
"""A100005594A969""",1
"""A1000055A66A20""",1
"""A1000055AA6B97""",1
"""A1000055ACE245""",1
"""A1000055C1A4A2""",1
"""A1000055C2F872""",1
"""A1000055D8BB09""",1
"""A1000055D8BE63""",1
"""A1000055DB488A""",1
"""A1000056319CE2""",1
"""A100005636D62F""",1
"""A10000564D29FC""",1
"""A10000568F7946""",1
"""A10000569D965F""",1
"""A10000586A8DD0""",1
"""A1000058875C9E""",1
"""A10000589BA80B""",1
"""A10000589C7410""",1
"""A1000058A80074""",1
"""A1000058A9B9C1""",1
"""A1000058D6573C""",1
"""A1000058E09CE5""",1
"""A1000058FE9436""",1
"""A1000059D4E580""",1
"""A1000059DA409B""",1
"""A100005A486E7B""",1
"""A100005A4EE843""",1
"""A100005B84E412""",1
"""A100005C47A362""",1
"""A100005C4CF71F""",1
"""A100005C5BA6D7""",1
"""A100005C65006D""",1
"""A100005C6DABAB""",1
"""A100005DC05547""",1
"""A100005FC7E21D""",1
"""A100005FCD39A8""",1
"""A1000060E3E397""",1
"""A100006804A38C""",1
"""A10000680D8114""",1
"""A1000087813144""",1
"""A10000FD143EB0""",1
"""a000004fb56c50""",1
"""a000004fbed842""",1
"""a000004fdd8721""",1
"""a000004fde85bf""",1
"""a000004fdfe1e7""",1
"""a000004fe6476a""",1
"""a000004ffa6a88""",1
"""a0000055091a6d""",1
"""a00000550f7de8""",1
"""a000005516e6e4""",1
"""a00000552af9eb""",1
"""a0000055418550""",1
"""a000005552e337""",1
"""a0000055531b29""",1
"""a0000055bd88c1""",1
"""a0000055c87644""",1
"""a0000055cf2b51""",1
"""a0000055e4e3aa""",1
"""a0000059004c2d""",1
"""a00000590c88be""",1
"""a00000591a73b4""",1
"""a000005928cb9a""",1
"""a00000595995a8""",1
"""a00000595b1653""",1
"""a000005976652a""",1
"""a0000059940d99""",1
"""a00000599415cb""",1
"""a0000059a95914""",1
"""a0000059ab4a82""",1
"""a0000059ac07b3""",1
"""a0000059b990f2""",2
"""a0000059b9a393""",1
"""a0000059bcf0f3""",1
"""a0000059c733d5""",1
"""a000005e338da1""",1
"""a000005e3977f6""",1
"""a1000014883d16""",1
"""a1000023220112""",1
0,0
